symbol,raw_lattice_anchor_ts_utc,sensitivity_mode,selection_status,selected_template_time_shift_days,previous_unique_template_time_shift_days,current_unique_template_time_shift_days,raw_shift_delta_days,raw_anchor_spacing_days,effective_cycle_spacing_days,continuity_alert_delta_days,exceeds_continuity_alert_threshold,tied_shift_days
PEPE,2025-09-14T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,2.0,1.0,2.0,1.0,21.0,22.0,3.0,False,2.0
PEPE,2025-10-05T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,5.0,2.0,5.0,3.0,21.0,24.0,3.0,True,5.0
PEPE,2025-10-26T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-4.0,5.0,-4.0,-9.0,21.0,12.0,3.0,True,-4.0
PEPE,2025-11-16T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-4.0,,,21.0,,3.0,,"-2.0,5.0"
PEPE,2025-12-07T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-4.0,,,42.0,,3.0,,"8.0,10.0"
PEPE,2025-12-28T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-4.0,,,63.0,,3.0,,"-10.5,-10.0"
PEPE,2026-01-18T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-4.0,,,84.0,,3.0,,"6.0,7.0,10.0"
PEPE,2026-02-08T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-7.0,-4.0,-7.0,-3.0,105.0,102.0,3.0,True,-7.0
PEPE,2026-03-01T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,10.0,-7.0,10.0,17.0,21.0,38.0,3.0,True,10.0
PEPE,2026-03-22T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-8.0,-3.0,-2.0,-1.0,0.0,4.0,5.0,6.0,7.0,8.0"
PEPE,2026-04-12T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,10.0,,,42.0,,3.0,,"-10.5,-10.0,-8.0,-2.0,0.0,2.0,3.0,6.0,7.0,8.0,9.0"
PEPE,2026-05-03T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,10.0,,,63.0,,3.0,,"-10.5,-9.0"
PEPE,2024-10-13T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,4.0,,4.0,,,,3.0,,4.0
PEPE,2024-11-03T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,4.0,,,21.0,,3.0,,"-6.0,8.0,9.0"
PEPE,2024-11-24T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,4.0,,,42.0,,3.0,,"-7.0,-6.0,-5.0,-4.0"
PEPE,2024-12-15T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,4.0,-3.0,-7.0,63.0,56.0,3.0,True,-3.0
PEPE,2025-01-05T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-8.0,-3.0,-8.0,-5.0,21.0,16.0,3.0,True,-8.0
PEPE,2025-01-26T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,1.0,-8.0,1.0,9.0,21.0,30.0,3.0,True,1.0
PEPE,2025-02-16T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,8.0,1.0,8.0,7.0,21.0,28.0,3.0,True,8.0
PEPE,2025-03-09T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-1.0,8.0,-1.0,-9.0,21.0,12.0,3.0,True,-1.0
PEPE,2025-03-30T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-1.0,,,21.0,,3.0,,"0.0,3.0,4.0,9.0"
PEPE,2025-04-20T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,-1.0,-3.0,-2.0,42.0,40.0,3.0,False,-3.0
PEPE,2025-05-11T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"-3.0,-2.0"
PEPE,2025-06-01T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-9.0,-3.0,-9.0,-6.0,42.0,36.0,3.0,True,-9.0
PEPE,2025-06-22T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-9.0,,,21.0,,3.0,,"4.0,5.0,8.0"
PEPE,2025-07-13T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,-9.0,-10.5,-1.5,42.0,40.5,3.0,False,-10.5
PEPE,2025-08-03T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,-10.5,-10.5,0.0,21.0,21.0,3.0,False,-10.5
PEPE,2025-08-24T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,1.0,-10.5,1.0,11.5,21.0,32.5,3.0,True,1.0
PEPE,2025-09-14T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,1.0,,,21.0,,3.0,,"0.0,1.0"
PEPE,2025-10-05T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,1.0,,,42.0,,3.0,,"-2.0,3.0,4.0"
PEPE,2025-10-26T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-4.0,1.0,-4.0,-5.0,63.0,58.0,3.0,True,-4.0
PEPE,2025-11-16T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-4.0,,,21.0,,3.0,,"-2.0,5.0"
PEPE,2025-12-07T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-4.0,,,42.0,,3.0,,"8.0,10.0"
PEPE,2025-12-28T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-4.0,,,63.0,,3.0,,"-10.5,-10.0"
PEPE,2026-01-18T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-4.0,,,84.0,,3.0,,"6.0,7.0,10.0"
PEPE,2026-02-08T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-7.0,-4.0,-7.0,-3.0,105.0,102.0,3.0,True,-7.0
PEPE,2026-03-01T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,-7.0,10.0,17.0,21.0,38.0,3.0,True,10.0
PEPE,2026-03-22T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-8.0,-3.0,-2.0,-1.0,0.0,4.0,5.0,6.0,7.0,8.0"
PEPE,2026-04-12T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,10.0,,,42.0,,3.0,,"-10.5,-10.0,-8.0,-2.0,0.0,2.0,3.0,6.0,7.0,8.0,9.0"
PEPE,2026-05-03T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,10.0,,,63.0,,3.0,,"-10.5,-9.0"
PEPE,2024-10-13T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,,,,,,3.0,,"-4.0,4.0,7.0"
PEPE,2024-11-03T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,,,,,,3.0,,"-6.0,8.0,9.0"
PEPE,2024-11-24T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,,,,,,3.0,,"-7.0,-6.0,-5.0,-4.0"
PEPE,2024-12-15T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-3.0,,-3.0,,,,3.0,,-3.0
PEPE,2025-01-05T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-8.0,-3.0,-8.0,-5.0,21.0,16.0,3.0,True,-8.0
PEPE,2025-01-26T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,1.0,-8.0,1.0,9.0,21.0,30.0,3.0,True,1.0
PEPE,2025-02-16T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,8.0,1.0,8.0,7.0,21.0,28.0,3.0,True,8.0
PEPE,2025-03-09T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-1.0,8.0,-1.0,-9.0,21.0,12.0,3.0,True,-1.0
PEPE,2025-03-30T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-1.0,,,21.0,,3.0,,"0.0,3.0,4.0,9.0"
PEPE,2025-04-20T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-3.0,-1.0,-3.0,-2.0,42.0,40.0,3.0,False,-3.0
PEPE,2025-05-11T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"-3.0,-2.0"
PEPE,2025-06-01T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-9.0,-3.0,-9.0,-6.0,42.0,36.0,3.0,True,-9.0
PEPE,2025-06-22T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-9.0,,,21.0,,3.0,,"4.0,5.0,8.0"
PEPE,2025-07-13T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,-9.0,-10.5,-1.5,42.0,40.5,3.0,False,-10.5
PEPE,2025-08-03T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,-10.5,-10.5,0.0,21.0,21.0,3.0,False,-10.5
PEPE,2025-08-24T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,1.0,-10.5,1.0,11.5,21.0,32.5,3.0,True,1.0
PEPE,2025-09-14T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,1.0,,,21.0,,3.0,,"0.0,1.0"
PEPE,2025-10-05T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,1.0,,,42.0,,3.0,,"-2.0,3.0,4.0"
PEPE,2025-10-26T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-4.0,1.0,-4.0,-5.0,63.0,58.0,3.0,True,-4.0
PEPE,2025-11-16T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-4.0,,,21.0,,3.0,,"-2.0,5.0"
PEPE,2025-12-07T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-4.0,,,42.0,,3.0,,"8.0,10.0"
PEPE,2025-12-28T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-4.0,,,63.0,,3.0,,"-10.5,-10.0"
PEPE,2026-01-18T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-4.0,,,84.0,,3.0,,"6.0,7.0,10.0"
PEPE,2026-02-08T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-7.0,-4.0,-7.0,-3.0,105.0,102.0,3.0,True,-7.0
PEPE,2026-03-01T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,10.0,-7.0,10.0,17.0,21.0,38.0,3.0,True,10.0
PEPE,2026-03-22T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-8.0,-3.0,-2.0,-1.0,0.0,4.0,5.0,6.0,7.0,8.0"
PEPE,2026-04-12T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,10.0,,,42.0,,3.0,,"-10.5,-10.0,-8.0,-2.0,0.0,2.0,3.0,6.0,7.0,8.0,9.0"
PEPE,2026-05-03T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,10.0,,,63.0,,3.0,,"-10.5,-9.0"
RENDER,2024-10-13T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,4.0,,4.0,,,,3.0,,4.0
RENDER,2024-11-03T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,4.0,,,21.0,,3.0,,"-6.0,5.0,6.0,7.0,10.0"
RENDER,2024-11-24T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,4.0,,,42.0,,3.0,,"-10.5,-10.0,-6.0"
RENDER,2024-12-15T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-3.0,4.0,-3.0,-7.0,63.0,56.0,3.0,True,-3.0
RENDER,2025-01-05T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-6.0,-3.0,-6.0,-3.0,21.0,18.0,3.0,True,-6.0
RENDER,2025-01-26T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,5.0,-6.0,5.0,11.0,21.0,32.0,3.0,True,5.0
RENDER,2025-02-16T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-7.0,5.0,-7.0,-12.0,21.0,9.0,3.0,True,-7.0
RENDER,2025-03-09T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-5.0,-7.0,-5.0,2.0,21.0,23.0,3.0,False,-5.0
RENDER,2025-03-30T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,5.0,-5.0,5.0,10.0,21.0,31.0,3.0,True,5.0
RENDER,2025-04-20T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,5.0,,,21.0,,3.0,,"-10.0,-9.0,-1.0,2.0"
RENDER,2025-05-11T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,10.0,5.0,10.0,5.0,42.0,47.0,3.0,True,10.0
RENDER,2025-06-01T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-10.5,10.0,-10.5,-20.5,21.0,0.5,3.0,True,-10.5
RENDER,2025-06-22T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-10.5,,,21.0,,3.0,,"-3.0,1.0,2.0,4.0,5.0,8.0"
RENDER,2025-07-13T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-5.0,-10.5,-5.0,5.5,42.0,47.5,3.0,True,-5.0
RENDER,2025-08-03T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-5.0,,,21.0,,3.0,,"-10.0,-9.0"
RENDER,2025-08-24T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-5.0,,,42.0,,3.0,,"-6.0,1.0,6.0"
RENDER,2025-09-14T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,3.0,-5.0,3.0,8.0,63.0,71.0,3.0,True,3.0
RENDER,2025-10-05T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-2.0,3.0,-2.0,-5.0,21.0,16.0,3.0,True,-2.0
RENDER,2025-10-26T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-4.0,-2.0,-4.0,-2.0,21.0,19.0,3.0,False,-4.0
RENDER,2025-11-16T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,1.0,-4.0,1.0,5.0,21.0,26.0,3.0,True,1.0
RENDER,2025-12-07T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,10.0,1.0,10.0,9.0,21.0,30.0,3.0,True,10.0
RENDER,2025-12-28T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-10.0"
RENDER,2026-01-18T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,10.0,10.0,10.0,0.0,42.0,42.0,3.0,False,10.0
RENDER,2026-02-08T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-3.0,10.0,-3.0,-13.0,21.0,8.0,3.0,True,-3.0
RENDER,2026-03-01T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"-8.0,-7.0,-6.0,-5.0"
RENDER,2026-03-22T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-3.0,,,42.0,,3.0,,"-10.5,-10.0,-3.0,-2.0,-1.0"
RENDER,2026-04-12T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,1.0,-3.0,1.0,4.0,63.0,67.0,3.0,True,1.0
RENDER,2026-05-03T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,9.0,1.0,9.0,8.0,21.0,29.0,3.0,True,9.0
RENDER,2024-10-13T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,4.0,,4.0,,,,3.0,,4.0
RENDER,2024-11-03T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,4.0,,,21.0,,3.0,,"-6.0,5.0,6.0,7.0,10.0"
RENDER,2024-11-24T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,4.0,,,42.0,,3.0,,"-10.5,-10.0,-6.0"
RENDER,2024-12-15T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,4.0,-3.0,-7.0,63.0,56.0,3.0,True,-3.0
RENDER,2025-01-05T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"-1.0,6.0"
RENDER,2025-01-26T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,-3.0,5.0,8.0,42.0,50.0,3.0,True,5.0
RENDER,2025-02-16T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-6.0,5.0,-6.0,-11.0,21.0,10.0,3.0,True,-6.0
RENDER,2025-03-09T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-5.0,-6.0,-5.0,1.0,21.0,22.0,3.0,False,-5.0
RENDER,2025-03-30T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,5.0,-5.0,5.0,10.0,21.0,31.0,3.0,True,5.0
RENDER,2025-04-20T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,5.0,,,21.0,,3.0,,"-10.0,-9.0,-1.0,2.0"
RENDER,2025-05-11T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,5.0,-10.5,-15.5,42.0,26.5,3.0,True,-10.5
RENDER,2025-06-01T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-10.5,-10.5,-10.5,0.0,21.0,21.0,3.0,False,-10.5
RENDER,2025-06-22T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-10.5,,,21.0,,3.0,,"-3.0,1.0,2.0,4.0,5.0,8.0"
RENDER,2025-07-13T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-5.0,-10.5,-5.0,5.5,42.0,47.5,3.0,True,-5.0
RENDER,2025-08-03T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-5.0,,,21.0,,3.0,,"-10.0,-9.0"
RENDER,2025-08-24T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-5.0,,,42.0,,3.0,,"-6.0,1.0,6.0"
RENDER,2025-09-14T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,3.0,-5.0,3.0,8.0,63.0,71.0,3.0,True,3.0
RENDER,2025-10-05T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-2.0,3.0,-2.0,-5.0,21.0,16.0,3.0,True,-2.0
RENDER,2025-10-26T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-2.0,,,21.0,,3.0,,"-9.0,-8.0,-3.0,-2.0"
RENDER,2025-11-16T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-2.0,,,42.0,,3.0,,"-2.0,0.0,1.0,7.0,8.0"
RENDER,2025-12-07T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,-2.0,10.0,12.0,63.0,75.0,3.0,True,10.0
RENDER,2025-12-28T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-10.0"
RENDER,2026-01-18T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,10.0,10.0,10.0,0.0,42.0,42.0,3.0,False,10.0
RENDER,2026-02-08T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,-3.0,10.0,-3.0,-13.0,21.0,8.0,3.0,True,-3.0
RENDER,2026-03-01T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"-8.0,-7.0,-6.0,-5.0"
RENDER,2026-03-22T00:00:00Z,NORMAL,TIED_TOP_CANDIDATES,,-3.0,,,42.0,,3.0,,"-10.5,-10.0,-3.0,-2.0,-1.0"
RENDER,2026-04-12T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,1.0,-3.0,1.0,4.0,63.0,67.0,3.0,True,1.0
RENDER,2026-05-03T00:00:00Z,NORMAL,UNIQUE_TOP_CANDIDATE,9.0,1.0,9.0,8.0,21.0,29.0,3.0,True,9.0
RENDER,2024-10-13T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,4.0,,4.0,,,,3.0,,4.0
RENDER,2024-11-03T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,4.0,,,21.0,,3.0,,"-6.0,5.0,6.0,7.0,10.0"
RENDER,2024-11-24T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,4.0,,,42.0,,3.0,,"-10.5,-10.0,-6.0"
RENDER,2024-12-15T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,4.0,,,63.0,,3.0,,"-1.0,0.0"
RENDER,2025-01-05T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,4.0,,,84.0,,3.0,,"-1.0,6.0"
RENDER,2025-01-26T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,5.0,4.0,5.0,1.0,105.0,106.0,3.0,False,5.0
RENDER,2025-02-16T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-6.0,5.0,-6.0,-11.0,21.0,10.0,3.0,True,-6.0
RENDER,2025-03-09T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,-6.0,-5.0,1.0,21.0,22.0,3.0,False,-5.0
RENDER,2025-03-30T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,5.0,-5.0,5.0,10.0,21.0,31.0,3.0,True,5.0
RENDER,2025-04-20T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,5.0,,,21.0,,3.0,,"-10.0,-9.0,-1.0,2.0"
RENDER,2025-05-11T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,5.0,-10.5,-15.5,42.0,26.5,3.0,True,-10.5
RENDER,2025-06-01T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-10.5,-10.5,-10.5,0.0,21.0,21.0,3.0,False,-10.5
RENDER,2025-06-22T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-10.5,,,21.0,,3.0,,"-3.0,1.0,2.0,4.0,5.0,8.0"
RENDER,2025-07-13T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-5.0,-10.5,-5.0,5.5,42.0,47.5,3.0,True,-5.0
RENDER,2025-08-03T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-5.0,,,21.0,,3.0,,"-10.0,-9.0"
RENDER,2025-08-24T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-5.0,,,42.0,,3.0,,"-6.0,1.0,6.0"
RENDER,2025-09-14T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,3.0,-5.0,3.0,8.0,63.0,71.0,3.0,True,3.0
RENDER,2025-10-05T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,3.0,3.0,3.0,0.0,21.0,21.0,3.0,False,3.0
RENDER,2025-10-26T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,3.0,,,21.0,,3.0,,"-9.0,-8.0,-3.0,-2.0"
RENDER,2025-11-16T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,3.0,,,42.0,,3.0,,"-2.0,0.0,1.0,7.0,8.0"
RENDER,2025-12-07T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,10.0,3.0,10.0,7.0,63.0,70.0,3.0,True,10.0
RENDER,2025-12-28T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-10.0"
RENDER,2026-01-18T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,10.0,10.0,10.0,0.0,42.0,42.0,3.0,False,10.0
RENDER,2026-02-08T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,-3.0,10.0,-3.0,-13.0,21.0,8.0,3.0,True,-3.0
RENDER,2026-03-01T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"-8.0,-7.0,-6.0,-5.0"
RENDER,2026-03-22T00:00:00Z,STRICT,TIED_TOP_CANDIDATES,,-3.0,,,42.0,,3.0,,"-10.5,-10.0,-3.0,-2.0,-1.0"
RENDER,2026-04-12T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,1.0,-3.0,1.0,4.0,63.0,67.0,3.0,True,1.0
RENDER,2026-05-03T00:00:00Z,STRICT,UNIQUE_TOP_CANDIDATE,9.0,1.0,9.0,8.0,21.0,29.0,3.0,True,9.0
TAO,2024-10-13T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,3.0,,3.0,,,,3.0,,3.0
TAO,2024-11-03T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,7.0,3.0,7.0,4.0,21.0,25.0,3.0,True,7.0
TAO,2024-11-24T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,7.0,,,21.0,,3.0,,"-10.0,-7.0"
TAO,2024-12-15T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-3.0,7.0,-3.0,-10.0,42.0,32.0,3.0,True,-3.0
TAO,2025-01-05T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,8.0,-3.0,8.0,11.0,21.0,32.0,3.0,True,8.0
TAO,2025-01-26T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,7.0,8.0,7.0,-1.0,21.0,20.0,3.0,False,7.0
TAO,2025-02-16T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-9.0,7.0,-9.0,-16.0,21.0,5.0,3.0,True,-9.0
TAO,2025-03-09T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-6.0,-9.0,-6.0,3.0,21.0,24.0,3.0,True,-6.0
TAO,2025-03-30T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,10.0,-6.0,10.0,16.0,21.0,37.0,3.0,True,10.0
TAO,2025-04-20T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,10.0,,,21.0,,3.0,,"-10.5,-10.0,-1.0,0.0,2.0"
TAO,2025-05-11T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-10.5,10.0,-10.5,-20.5,42.0,21.5,3.0,True,-10.5
TAO,2025-06-01T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-9.0,-10.5,-9.0,1.5,21.0,22.5,3.0,False,-9.0
TAO,2025-06-22T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-9.0,,,21.0,,3.0,,"4.0,5.0,9.0"
TAO,2025-07-13T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-5.0,-9.0,-5.0,4.0,42.0,46.0,3.0,True,-5.0
TAO,2025-08-03T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-10.0,-5.0,-10.0,-5.0,21.0,16.0,3.0,True,-10.0
TAO,2025-08-24T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-10.0,,,21.0,,3.0,,"1.0,5.0"
TAO,2025-09-14T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-10.0,,,42.0,,3.0,,"9.0,10.0"
TAO,2025-10-05T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-10.0,,,63.0,,3.0,,"1.0,3.0,5.0"
TAO,2025-10-26T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-10.5,-10.0,-10.5,-0.5,84.0,83.5,3.0,False,-10.5
TAO,2025-11-16T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-2.0,-10.5,-2.0,8.5,21.0,29.5,3.0,True,-2.0
TAO,2025-12-07T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,3.0,-2.0,3.0,5.0,21.0,26.0,3.0,True,3.0
TAO,2025-12-28T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,-3.0,3.0,-3.0,-6.0,21.0,15.0,3.0,True,-3.0
TAO,2026-01-18T00:00:00Z,MAX,TIED_TOP_CANDIDATES,,-3.0,,,21.0,,3.0,,"6.0,7.0"
TAO,2026-02-08T00:00:00Z,MAX,UNIQUE_TOP_CANDIDATE,7.0,-3.0,7.0,10.0,42.0,52.0,3.0,True,7.0
